Year,kms Driven,Fuel Type,Suspension,Price,Car Model
2005,"91687 kms "," Petrol "," Manual",1.5,Honda City 1.5 GXI
2010,"91744 kms "," Petrol "," Manual",2.3,Honda City 1.5 S MT
2010,"92000 kms "," Petrol "," Manual",2.5,Honda City 1.5 S MT
2008,"92000 kms "," Petrol "," Manual",95000.0,Honda City GXi
2015,"92028 kms "," Petrol "," Manual",5.78,Honda City i VTEC V
2009,"92128 kms "," Petrol "," Manual",1.78,Honda City 1.5 S MT
2016,"92448 kms "," Petrol "," Manual",4.5,Honda Jazz 1.2 V i VTEC
2010,"93275 kms "," Petrol "," Manual",3.5,Honda City 1.5 S MT
2014,"93298 kms "," Petrol "," Manual",5.65,Honda City i VTEC SV
2013,"93430 kms "," Petrol "," Manual",4.0,Honda City S
2009,"93909 kms "," Petrol "," Manual",1.15,Honda City 1.5 S MT
2010,"94233 kms "," Petrol "," Manual",2.2,Honda City 1.5 S MT
2017,"94423 kms "," Petrol "," Manual",3.15,Honda Amaze E i-VTEC
2015,"94972 kms "," Petrol "," Manual",6.6,Honda City i VTEC VX Opti
2009,"95000 kms "," Petrol "," Manual",2.95,Honda City 1.5 E MT
2009,"95409 kms "," Petrol "," Manual",2.5,Honda City 1.5 V MT
2015,"95430 kms "," Petrol "," Manual",5.0,Honda City i VTEC VX
2009,"95515 kms "," Petrol "," Manual",3.0,Honda City 1.5 E MT
2010,"95618 kms "," Petrol "," Manual",3.01,Honda City 1.5 S MT
2009,"95980 kms "," Petrol "," Manual",1.78,Honda City 1.5 S MT
2014,"96246 kms "," Petrol "," Manual",5.91,Honda City i VTEC V
2012,"97320 kms "," Petrol "," Manual",3.63,Honda City E
2015,"99398 kms "," Petrol "," Manual",3.46,Honda Brio S MT
2007,"100000 kms "," Petrol "," Manual",2.0,Honda City GXi
2010,"100000 kms "," Petrol "," Manual",4.0,Honda Accord 2.4 MT
2010,"100000 kms "," Petrol "," Manual",3.0,Honda Accord 2.4 MT
2013,"100085 kms "," Petrol "," Manual",2.83,Honda City E
2017,"100385 kms "," Petrol "," Manual",6.33,Honda City i VTEC V
2010,"102885 kms "," Petrol "," Manual",1.77,Honda Jazz Basic
2011,"103000 kms "," Petrol "," Manual",4.5,Honda Civic 1.8 V MT
2021,"103000 kms "," Petrol "," Manual",9.75,Honda City V MT
2009,"103913 kms "," Petrol "," Manual",2.32,Honda City 1.5 S MT
2008,"104000 kms "," Petrol "," Manual",1.8,Honda City GXi
2008,"104184 kms "," Petrol "," Manual",1.28,Honda City EXi
2013,"104980 kms "," Petrol "," Manual",3.16,Honda Brio S MT
2015,"105114 kms "," Petrol "," Manual",5.68,Honda City i VTEC V
2010,"105248 kms "," Petrol "," Manual",3.0,Honda City 1.5 S MT
2008,"106485 kms "," Petrol "," Manual",3.0,Honda City 1.5 S MT
2005,"106719 kms "," Petrol "," Manual",1.25,Honda City EXi
2011,"107403 kms "," Petrol "," Manual",3.1,Honda Civic 1.8 S MT
2009,"108406 kms "," Petrol "," Manual",1.8,Honda City 1.5 S MT
2009,"108450 kms "," Petrol "," Manual",2.0,Honda City 1.5 S MT
2013,"109350 kms "," Petrol "," Manual",3.65,Honda Amaze VX i-Vtech
2004,"109381 kms "," Petrol "," Manual",1.5,Honda City 1.5 EXI
2015,"109450 kms "," Petrol "," Manual",5.0,Honda City i VTEC V
2009,"109989 kms "," Petrol "," Manual",2.8,Honda Civic 1.8 (E) MT
2009,"110000 kms "," Petrol "," Manual",2.5,Honda City 1.5 V MT
2008,"110000 kms "," Petrol "," Manual",1.1,Honda City GXi
2005,"110000 kms "," Petrol "," Manual",60000.0,Honda City 1.5 GXI
2009,"110000 kms "," Petrol "," Manual",1.25,Honda City 1.5 E MT
2008,"110000 kms "," Petrol "," Manual",1.25,Honda Civic 1.8 V MT
2007,"110000 kms "," Petrol "," Manual",4.5,Honda CR-V RVi MT
2006,"110000 kms "," Petrol "," Manual",1.8,Honda City GXi
2008,"110000 kms "," Petrol "," Manual",1.25,Honda Civic 1.8 V MT
2007,"110000 kms "," Petrol "," Manual",4.5,Honda CR-V RVi MT
2006,"110000 kms "," Petrol "," Manual",1.8,Honda City GXi
2019,"110785 kms "," Petrol "," Manual",5.5,Honda Amaze S Petrol BSIV
2005,"111279 kms "," Petrol "," Manual",1.73,Honda City 1.5 GXI
2008,"114502 kms "," Petrol "," Manual",1.0,Honda Civic 1.8 V MT
2009,"114846 kms "," Petrol "," Manual",1.3,Honda City 1.5 S MT
2009,"116146 kms "," Petrol "," Manual",2.0,Honda City 1.5 V MT
2014,"117000 kms "," Petrol "," Manual",2.8,Honda Amaze E i-Vtech
2009,"118383 kms "," Petrol "," Manual",1.2,Honda Jazz S
2007,"119515 kms "," Petrol "," Manual",1.5,Honda City VTEC
2011,"119822 kms "," Petrol "," Manual",2.37,Honda City 1.5 V MT
2008,"120000 kms "," Petrol "," Manual",1.9,Honda City GXi
2010,"120000 kms "," Petrol "," Manual",5.0,Honda City 1.5 S MT
2007,"120000 kms "," Petrol "," Manual",85000.0,Honda City VTEC
2008,"120000 kms "," Petrol "," Manual",1.6,Honda City 1.5 E MT
2012,"120088 kms "," Petrol "," Manual",3.25,Honda City V MT
2014,"122698 kms "," Petrol "," Manual",5.5,Honda City i VTEC VX
2008,"123000 kms "," Petrol "," Manual",1.65,Honda City GXi
2008,"125051 kms "," Petrol "," Manual",1.2,Honda City GXi
2015,"125308 kms "," Petrol "," Manual",5.0,Honda City i VTEC V
2015,"126637 kms "," Petrol "," Manual",3.0,Honda Amaze S i-Vtech
2007,"127220 kms "," Petrol "," Manual",1.85,Honda City EXi
2009,"127986 kms "," Petrol "," Manual",3.0,Honda City 1.5 V MT
2013,"128431 kms "," Petrol "," Manual",2.8,Honda Brio EX MT
2009,"128853 kms "," Petrol "," Manual",3.0,Honda Civic 1.8 (E) MT
2008,"131474 kms "," Petrol "," Manual",1.5,Honda City GXi
2009,"131773 kms "," Petrol "," Manual",1.5,Honda Civic 1.8 (E) MT
2008,"131990 kms "," Petrol "," Manual",1.51,Honda City 1.5 S MT
2012,"135435 kms "," Petrol "," Manual",4.0,Honda City V MT
2009,"137319 kms "," Petrol "," Manual",3.0,Honda City 1.5 S MT
2014,"138942 kms "," Petrol "," Manual",2.5,Honda Amaze S i-Vtech
2010,"141081 kms "," Petrol "," Manual",3.48,Honda City V MT
2014,"146732 kms "," Petrol "," Manual",3.7,Honda City SV MT
2009,"149155 kms "," Petrol "," Manual",3.09,Honda City 1.5 S MT
2003,"149714 kms "," Petrol "," Manual",45000.0,Honda City 1.5 GXI
2016,"170000 kms "," Petrol "," Manual",5.25,Honda Jazz 1.2 SV i VTEC
2009,"183011 kms "," Petrol "," Manual",2.0,Honda Civic 1.8 V MT
2006,"186719 kms "," Petrol "," Manual",90000.0,Honda City GXi
2006,"186719 kms "," Petrol "," Manual",90000.0,Honda City GXi
2010,"191931 kms "," Petrol "," Manual",2.5,Honda City 1.5 S MT
2007,"196000 kms "," Petrol "," Manual",1.8,Honda Civic 1.8 (E) MT
2012,"210592 kms "," Petrol "," Manual",2.55,Honda City S
2008,"223000 kms "," Petrol "," Manual",1.0,Honda City GXi
2010,"235702 kms "," Petrol "," Manual",2.72,Honda Jazz Basic
2013,"650000 kms "," Petrol "," Manual",4.1,Honda City V MT
2021,"30000 kms "," Diesel "," Automatic",11.5,Honda Amaze VX CVT Diesel
2018,"50000 kms "," Diesel "," Automatic",7.3,"Honda Amaze S CVT Diesel "
2019,"50175 kms "," Diesel "," Automatic",26.5,Honda CR-V Diesel 2WD
2018,"53955 kms "," Diesel "," Automatic",6.75,"Honda Amaze V CVT Diesel "
2019,"68816 kms "," Diesel "," Automatic",7.95,"Honda Amaze V CVT Diesel "
2021,"3735 kms "," Petrol "," Automatic",14.0,Honda City ZX CVT
2022,"3800 kms "," Petrol "," Automatic",15.9,Honda City i-VTEC CVT ZX
2021,"4001 kms "," Petrol "," Automatic",9.5,Honda Amaze VX CVT Petrol
2022,"5100 kms "," Petrol "," Automatic",15.9,Honda City i-VTEC CVT ZX
2022,"5132 kms "," Petrol "," Automatic",8.5,Honda Amaze VX CVT
2021,"5282 kms "," Petrol "," Automatic",15.26,Honda City ZX CVT
2022,"5362 kms "," Petrol "," Automatic",10.0,Honda Amaze VX CVT
2022,"5500 kms "," Petrol "," Automatic",15.9,Honda City ZX CVT
2020,"5512 kms "," Petrol "," Automatic",14.45,Honda City ZX CVT
2021,"5670 kms "," Petrol "," Automatic",12.39,Honda City VX CVT
2019,"10745 kms "," Petrol "," Automatic",17.54,Honda Civic VX
2022,"10885 kms "," Petrol "," Automatic",9.56,Honda Amaze VX CVT
2019,"10925 kms "," Petrol "," Automatic",7.75,"Honda Amaze V CVT Petrol "
2019,"11000 kms "," Petrol "," Automatic",7.45,"Honda Amaze S CVT Petrol "
2021,"11000 kms "," Petrol "," Automatic",13.4,Honda City V CVT
2021,"11936 kms "," Petrol "," Automatic",13.95,Honda City ZX CVT
2021,"12313 kms "," Petrol "," Automatic",9.32,Honda Amaze VX CVT Petrol
2017,"14453 kms "," Petrol "," Automatic",6.7,Honda Jazz V CVT
2019,"14977 kms "," Petrol "," Automatic",8.25,Honda Amaze VX CVT Petrol
2021,"15000 kms "," Petrol "," Automatic",7.51,Honda Amaze Exclusive Edi
2022,"15000 kms "," Petrol "," Automatic",8.0,Honda Amaze S CVT
2020,"16163 kms "," Petrol "," Automatic",13.26,Honda City ZX CVT
2016,"16300 kms "," Petrol "," Automatic",6.0,Honda City i VTEC CVT SV
2019,"16549 kms "," Petrol "," Automatic",9.0,Honda BR-V i-VTEC V CVT
2017,"16665 kms "," Petrol "," Automatic",11.5,Honda City i-VTEC CVT VX
2017,"16665 kms "," Petrol "," Automatic",11.5,Honda City i-VTEC CVT VX
2021,"17152 kms "," Petrol "," Automatic",11.98,Honda City ZX CVT
2020,"17934 kms "," Petrol "," Automatic",12.46,Honda City ZX CVT
2015,"18000 kms "," Petrol "," Automatic",7.25,Honda City i VTEC CVT SV
2019,"18000 kms "," Petrol "," Automatic",17.25,Honda Civic VX BSIV
2020,"18731 kms "," Petrol "," Automatic",7.9,Honda Amaze VX CVT Petrol
2019,"19006 kms "," Petrol "," Automatic",9.29,Honda City V CVT
2022,"20000 kms "," Petrol "," Automatic",8.15,Honda Amaze S CVT
2018,"21000 kms "," Petrol "," Automatic",10.25,Honda City i-VTEC CVT ZX
2019,"21582 kms "," Petrol "," Automatic",7.5,"Honda Amaze V CVT Petrol "
2018,"21644 kms "," Petrol "," Automatic",6.5,"Honda Amaze V CVT Petrol "
2018,"22000 kms "," Petrol "," Automatic",7.0,Honda City i-VTEC CVT V
2019,"22700 kms "," Petrol "," Automatic",7.5,"Honda Amaze V CVT Petrol "
2013,"23000 kms "," Petrol "," Automatic",4.85,Honda City 1.5 S AT
2016,"23199 kms "," Petrol "," Automatic",6.85,Honda Jazz 1.2 V AT i VTE
2018,"23733 kms "," Petrol "," Automatic",9.0,Honda City i-VTEC CVT ZX
2017,"24779 kms "," Petrol "," Automatic",5.5,Honda Jazz 1.2 V AT i VTE
2017,"25550 kms "," Petrol "," Automatic",8.0,Honda City i-VTEC CVT ZX
2010,"25952 kms "," Petrol "," Automatic",2.99,Honda City V AT
2015,"26000 kms "," Petrol "," Automatic",4.95,Honda Amaze VX AT i-Vtech
2013,"26000 kms "," Petrol "," Automatic",4.5,Honda Amaze VX AT i-Vtech
2020,"27500 kms "," Petrol "," Automatic",8.75,Honda Amaze Exclusive Edi
2018,"28200 kms "," Petrol "," Automatic",9.2,Honda City ZX CVT
2017,"28340 kms "," Petrol "," Automatic",10.99,Honda City i-VTEC CVT VX
2017,"28419 kms "," Petrol "," Automatic",8.5,Honda City i-VTEC CVT ZX
2017,"29000 kms "," Petrol "," Automatic",8.85,Honda BR-V i-VTEC V CVT
2018,"29000 kms "," Petrol "," Automatic",6.95,Honda Jazz 1.2 V AT i VTE
2015,"29000 kms "," Petrol "," Automatic",12.95,Honda CR-V 2.4L 4WD AT
2018,"29000 kms "," Petrol "," Automatic",7.8,Honda Amaze V CVT Petrol
2018,"29635 kms "," Petrol "," Automatic",9.95,Honda City i-VTEC CVT ZX
2020,"30000 kms "," Petrol "," Automatic",11.5,Honda City i-VTEC CVT VX
2017,"30000 kms "," Petrol "," Automatic",8.9,Honda City i VTEC CVT VX
2017,"30000 kms "," Petrol "," Automatic",5.0,Honda Amaze S CVT i-VTEC
2019,"30000 kms "," Petrol "," Automatic",8.65,Honda Jazz VX CVT
2019,"30906 kms "," Petrol "," Automatic",7.97,"Honda Amaze V CVT Petrol "
2017,"30991 kms "," Petrol "," Automatic",9.5,Honda City i-VTEC CVT VX
2017,"31238 kms "," Petrol "," Automatic",5.0,Honda Jazz 1.2 V AT i VTE
2016,"31480 kms "," Petrol "," Automatic",6.99,Honda Jazz 1.2 V AT i VTE
2019,"32000 kms "," Petrol "," Automatic",10.25,Honda City i-VTEC CVT VX
2019,"32000 kms "," Petrol "," Automatic",9.9,Honda City i-VTEC CVT VX
2016,"32253 kms "," Petrol "," Automatic",5.1,Honda City i VTEC CVT SV
2017,"32422 kms "," Petrol "," Automatic",8.5,Honda City i-VTEC CVT V
2019,"32699 kms "," Petrol "," Automatic",7.5,Honda Jazz VX CVT
2017,"32721 kms "," Petrol "," Automatic",10.14,Honda City i-VTEC CVT ZX
2019,"33000 kms "," Petrol "," Automatic",24.9,Honda CR-V 2.0 CVT
2018,"33000 kms "," Petrol "," Automatic",8.99,Honda City i-VTEC CVT ZX
2014,"33000 kms "," Petrol "," Automatic",5.75,Honda City i VTEC CVT SV
2017,"33400 kms "," Petrol "," Automatic",8.95,Honda City i VTEC CVT VX
2019,"33500 kms "," Petrol "," Automatic",10.0,Honda City i-VTEC CVT V
2021,"33500 kms "," Petrol "," Automatic",12.5,Honda City VX CVT
2018,"35000 kms "," Petrol "," Automatic",8.91,Honda City i-VTEC CVT V
2016,"35000 kms "," Petrol "," Automatic",8.5,Honda BR-V i-VTEC V CVT
2019,"35000 kms "," Petrol "," Automatic",15.0,Honda Civic VX BSIV
2017,"35000 kms "," Petrol "," Automatic",9.35,Honda City i-VTEC CVT ZX
2015,"35200 kms "," Petrol "," Automatic",6.25,Honda Jazz V CVT
2012,"36000 kms "," Petrol "," Automatic",4.75,Honda City V AT
2016,"36858 kms "," Petrol "," Automatic",6.75,"Honda Amaze V CVT Petrol "
2016,"37000 kms "," Petrol "," Automatic",7.95,Honda City i VTEC CVT VX
2017,"37000 kms "," Petrol "," Automatic",6.25,Honda Jazz 1.2 V AT i VTE
2016,"38260 kms "," Petrol "," Automatic",6.5,Honda Jazz 1.2 V AT i VTE
2011,"39000 kms "," Petrol "," Automatic",4.45,Honda Accord 2.4 AT
2021,"39000 kms "," Petrol "," Automatic",13.45,Honda City i-VTEC CVT VX
2021,"39011 kms "," Petrol "," Automatic",13.45,Honda City i-VTEC CVT VX
2015,"40000 kms "," Petrol "," Automatic",6.5,Honda Jazz 1.2 V AT i VTE
2016,"40000 kms "," Petrol "," Automatic",13.25,Honda CR-V 2.4L 4WD AT AV
2010,"40000 kms "," Petrol "," Automatic",4.0,Honda Civic 1.8 V AT
2015,"40000 kms "," Petrol "," Automatic",5.5,Honda City i VTEC CVT VX
2006,"40000 kms "," Petrol "," Automatic",4.0,Honda Civic 1.8 S AT
2016,"40001 kms "," Petrol "," Automatic",6.25,Honda Jazz V CVT
2017,"40430 kms "," Petrol "," Automatic",6.25,Honda Jazz V CVT
2013,"41000 kms "," Petrol "," Automatic",5.11,Honda Amaze VX AT i-Vtech
2017,"41000 kms "," Petrol "," Automatic",7.5,Honda City i-VTEC CVT VX
2016,"43000 kms "," Petrol "," Automatic",7.9,Honda City i VTEC CVT VX
2017,"43417 kms "," Petrol "," Automatic",8.95,Honda City i-VTEC CVT V
2018,"44000 kms "," Petrol "," Automatic",9.4,Honda City i-VTEC CVT VX
2019,"44984 kms "," Petrol "," Automatic",13.5,Honda City ZX CVT
2014,"45882 kms "," Petrol "," Automatic",6.0,Honda City i VTEC CVT VX
2018,"45915 kms "," Petrol "," Automatic",6.25,Honda Jazz VX CVT
2015,"46000 kms "," Petrol "," Automatic",5.45,Honda Jazz 1.2 V AT i VTE
2016,"46000 kms "," Petrol "," Automatic",5.95,"Honda Amaze V CVT Petrol "
2015,"46067 kms "," Petrol "," Automatic",4.75,Honda Amaze S AT i-Vtech
2017,"47258 kms "," Petrol "," Automatic",8.5,Honda City i-VTEC CVT ZX
2019,"47297 kms "," Petrol "," Automatic",15.0,Honda Civic ZX
2019,"47297 kms "," Petrol "," Automatic",15.0,Honda Civic ZX
2014,"47867 kms "," Petrol "," Automatic",10.35,Honda CR-V 2.4L 4WD AT
2019,"48000 kms "," Petrol "," Automatic",7.75,Honda Amaze VX CVT i-VTEC
2015,"48000 kms "," Petrol "," Automatic",7.65,Honda City i VTEC CVT VX
2012,"48312 kms "," Petrol "," Automatic",4.46,Honda City V AT
2015,"48509 kms "," Petrol "," Automatic",5.85,Honda Jazz 1.2 V AT i VTE
2018,"50000 kms "," Petrol "," Automatic",10.5,Honda City Anniversary i-
2017,"50000 kms "," Petrol "," Automatic",8.0,Honda City i-VTEC CVT VX
2015,"50000 kms "," Petrol "," Automatic",4.65,Honda Amaze VX AT i-Vtech
2016,"50000 kms "," Petrol "," Automatic",7.8,Honda City i VTEC CVT SV
2016,"50000 kms "," Petrol "," Automatic",7.8,Honda City i VTEC CVT SV
2017,"51000 kms "," Petrol "," Automatic",8.99,Honda City i-VTEC CVT ZX
2017,"51000 kms "," Petrol "," Automatic",8.99,Honda City i-VTEC CVT ZX
2016,"51179 kms "," Petrol "," Automatic",6.0,Honda Amaze S AT i-Vtech
2012,"51511 kms "," Petrol "," Automatic",4.21,Honda City V AT
2020,"52771 kms "," Petrol "," Automatic",5.85,"Honda Amaze S CVT Petrol "
2016,"53025 kms "," Petrol "," Automatic",7.45,Honda City i VTEC CVT VX
2015,"53560 kms "," Petrol "," Automatic",3.0,Honda Brio VX AT
2018,"54000 kms "," Petrol "," Automatic",6.8,Honda Jazz V CVT
2013,"54341 kms "," Petrol "," Automatic",6.27,Honda City V AT
2014,"54955 kms "," Petrol "," Automatic",4.65,Honda Amaze S AT i-Vtech
2015,"55000 kms "," Petrol "," Automatic",5.9,Honda City 1.5 GXI CVT
2012,"55467 kms "," Petrol "," Automatic",3.95,Honda City V AT
2018,"56400 kms "," Petrol "," Automatic",8.95,Honda City i-VTEC CVT VX
2015,"57449 kms "," Petrol "," Automatic",5.75,Honda City i VTEC CVT SV
2012,"57950 kms "," Petrol "," Automatic",4.0,Honda City V AT
2010,"58000 kms "," Petrol "," Automatic",3.33,Honda Accord 2.4 Elegance
2014,"58200 kms "," Petrol "," Automatic",5.45,Honda City i VTEC CVT SV
2017,"58646 kms "," Petrol "," Automatic",7.49,Honda BR-V i-VTEC V CVT
2016,"58871 kms "," Petrol "," Automatic",7.8,Honda City 1.5 GXI CVT
2009,"59000 kms "," Petrol "," Automatic",2.5,Honda City 1.5 S AT
2014,"59000 kms "," Petrol "," Automatic",10.5,Honda CR-V 2.4L 4WD AT
2016,"59010 kms "," Petrol "," Automatic",7.8,Honda City i VTEC CVT VX
2015,"59900 kms "," Petrol "," Automatic",5.65,Honda Jazz 1.2 V AT i VTE
2010,"61000 kms "," Petrol "," Automatic",3.11,Honda Civic 1.8 V AT
2016,"61221 kms "," Petrol "," Automatic",8.0,Honda City i VTEC CVT VX
2017,"62000 kms "," Petrol "," Automatic",6.9,Honda BR-V i-VTEC V CVT
2016,"62157 kms "," Petrol "," Automatic",12.95,Honda CR-V 2.0L 2WD AT
2012,"62500 kms "," Petrol "," Automatic",3.5,Honda City 1.5 S AT
2017,"63000 kms "," Petrol "," Automatic",8.65,Honda City i-VTEC CVT VX
2015,"63000 kms "," Petrol "," Automatic",12.9,Honda CR-V 2.4L 4WD AT
2019,"63121 kms "," Petrol "," Automatic",9.75,Honda City V CVT
2013,"63525 kms "," Petrol "," Automatic",4.0,Honda City 1.5 S AT
2017,"64000 kms "," Petrol "," Automatic",8.5,Honda City VX CVT
2018,"64000 kms "," Petrol "," Automatic",7.75,Honda Jazz 1.2 V AT i VTE
2016,"64393 kms "," Petrol "," Automatic",4.8,Honda Jazz 1.2 S AT i VTE
2009,"64533 kms "," Petrol "," Automatic",4.5,Honda Accord 2.4 AT
2015,"65000 kms "," Petrol "," Automatic",5.25,Honda Jazz V CVT
2017,"65269 kms "," Petrol "," Automatic",6.9,Honda Jazz 1.2 V AT i VTE
2015,"66795 kms "," Petrol "," Automatic",6.49,Honda City i VTEC CVT VX
2017,"66964 kms "," Petrol "," Automatic",6.5,Honda Jazz V CVT
2011,"67000 kms "," Petrol "," Automatic",3.25,Honda City 1.5 V AT
2018,"67181 kms "," Petrol "," Automatic",8.25,Honda City i-VTEC CVT V
2009,"67300 kms "," Petrol "," Automatic",2.35,Honda City 1.5 S AT
2016,"67329 kms "," Petrol "," Automatic",7.62,Honda City i VTEC CVT VX
2016,"67473 kms "," Petrol "," Automatic",5.95,Honda Jazz 1.2 V AT i VTE
2016,"68000 kms "," Petrol "," Automatic",5.65,Honda Jazz V CVT
2011,"68000 kms "," Petrol "," Automatic",3.1,Honda Civic 1.8 V AT Insp
2017,"68011 kms "," Petrol "," Automatic",7.0,Honda Jazz 1.2 V AT i VTE
2015,"69000 kms "," Petrol "," Automatic",5.85,Honda City i VTEC CVT SV
2017,"70000 kms "," Petrol "," Automatic",8.35,Honda City ZX CVT
2011,"70000 kms "," Petrol "," Automatic",3.75,Honda City 1.5 V AT
2013,"70000 kms "," Petrol "," Automatic",3.25,Honda Brio V AT
2009,"70200 kms "," Petrol "," Automatic",2.95,Honda City 1.5 S AT
2008,"71000 kms "," Petrol "," Automatic",1.95,Honda Civic 1.8 V AT
2019,"71508 kms "," Petrol "," Automatic",11.4,Honda City ZX CVT
2009,"72000 kms "," Petrol "," Automatic",1.95,Honda Civic 1.8 V AT
2012,"72903 kms "," Petrol "," Automatic",5.0,Honda City 1.5 V AT Sunro
2015,"74000 kms "," Petrol "," Automatic",11.75,Honda CR-V 2.4L 4WD AT
2008,"74139 kms "," Petrol "," Automatic",3.13,Honda CR-V 2.4 AT
2017,"75083 kms "," Petrol "," Automatic",8.8,Honda City i-VTEC CVT ZX
2015,"75611 kms "," Petrol "," Automatic",5.33,Honda Jazz 1.2 V AT i VTE
2014,"76400 kms "," Petrol "," Automatic",5.95,Honda City i VTEC CVT VX
2015,"76547 kms "," Petrol "," Automatic",7.34,Honda City i VTEC CVT VX
2010,"78352 kms "," Petrol "," Automatic",4.6,Honda City 1.5 V AT
2009,"78766 kms "," Petrol "," Automatic",2.7,Honda City 1.5 S AT
2016,"78982 kms "," Petrol "," Automatic",8.0,Honda City i VTEC CVT VX
2014,"79000 kms "," Petrol "," Automatic",7.99,Honda CR-V 2.4L 4WD AT AV
2011,"79000 kms "," Petrol "," Automatic",3.5,Honda City 1.5 V AT
2008,"80000 kms "," Petrol "," Automatic",2.5,Honda City 1.5 V AT
2018,"80000 kms "," Petrol "," Automatic",9.0,Honda City i-VTEC CVT VX
2019,"82900 kms "," Petrol "," Automatic",12.5,Honda City VX CVT
2016,"83797 kms "," Petrol "," Automatic",7.5,Honda City i VTEC CVT VX
2014,"85105 kms "," Petrol "," Automatic",9.0,Honda CR-V 2.4L 4WD AT
2019,"85759 kms "," Petrol "," Automatic",11.57,Honda City i-VTEC CVT ZX
2017,"86945 kms "," Petrol "," Automatic",7.0,Honda City i-VTEC CVT ZX
2010,"90000 kms "," Petrol "," Automatic",2.3,Honda City V AT
2009,"92034 kms "," Petrol "," Automatic",2.0,Honda Civic 1.8 V AT
2015,"94670 kms "," Petrol "," Automatic",6.0,Honda City i VTEC CVT VX
2015,"96409 kms "," Petrol "," Automatic",5.9,Honda City i VTEC CVT SV
2009,"97241 kms "," Petrol "," Automatic",7.5,Honda Accord 2.4 AT
2012,"98000 kms "," Petrol "," Automatic",4.0,Honda City V AT
2016,"99548 kms "," Petrol "," Automatic",6.9,Honda City i VTEC CVT VX
2008,"100000 kms "," Petrol "," Automatic",2.0,Honda Civic 1.8 S AT
2011,"100553 kms "," Petrol "," Automatic",3.55,Honda City V AT
2004,"101752 kms "," Petrol "," Automatic",3.17,Honda CR-V 2.4 4WD AT
2009,"101867 kms "," Petrol "," Automatic",3.89,Honda Accord 2.4 AT
2009,"102816 kms "," Petrol "," Automatic",1.8,Honda City 1.5 S AT
2015,"103522 kms "," Petrol "," Automatic",5.5,Honda City i VTEC CVT VX
2009,"107124 kms "," Petrol "," Automatic",1.75,Honda City 1.5 V AT
2014,"115068 kms "," Petrol "," Automatic",5.5,Honda City i VTEC CVT VX
2015,"120000 kms "," Petrol "," Automatic",5.5,Honda City i VTEC CVT VX
2010,"120023 kms "," Petrol "," Automatic",2.4,Honda City 1.5 V AT
2008,"120054 kms "," Petrol "," Automatic",1.96,Honda Civic 1.8 V AT
2007,"130000 kms "," Petrol "," Automatic",2.0,Honda Accord VTi-L (AT)
2009,"130135 kms "," Petrol "," Automatic",2.5,Honda City 1.5 S AT
2015,"133745 kms "," Petrol "," Automatic",4.4,Honda Amaze VX AT i-Vtech
2010,"133878 kms "," Petrol "," Automatic",2.77,Honda City 1.5 V AT
2012,"145956 kms "," Petrol "," Automatic",3.65,Honda City 1.5 V AT Sunro
2015,"1100000 kms "," Petrol "," Automatic",10.75,Honda CR-V Petrol 2WD